tag,mapid,name,mobid,lvmin,lvmax,width,height
,41,バラフェド,282,1,1,100,100
,41,ブラックメイジ,1128,55,60,100,100
,42,ブラックメイジ,67,65,70,100,100
,42,ソードスパイダー,1186,65,70,90,90
,42,ブラックメイジ,1128,65,70,100,100
,43,ソーサラー,1126,75,80,100,100
,43,ソードスパイダー,1186,75,80,100,100
,44,ソーサラー,67,85,90,100,100
,44,ロックゴーレム,1243,85,90,100,100
,44,ソーサラー,1128,85,90,100,100
,45,鷲狂戦士,112,100,110,100,100
,45,コロッサス,397,110,120,100,100
,45,イリュージョン,26,100,110,100,100
,45,イーグルナイト,113,110,120,105,105
,46,鷲狂戦士,420,115,130,100,100
,46,ファントム,1121,115,130,100,100
,46,チタン,89,125,125,120,120
,46,鷲剣士,113,115,130,100,100
,47,リザードキリング,117,50,55,100,100
,47,リザードクレイジ,118,60,60,100,100
,48,リザードキリング,117,60,65,100,100
,49,リザードチャージ,122,70,75,100,100
,49,リザードドレイク,123,80,85,100,100
,50,デスピンサー,162,80,90,100,100
,51,ビホルダー,102,95,100,100,100
,52,キングクラブ,178,100,110,100,100
,52,メロウ,226,100,110,100,100
,52,デスピンサー,162,100,110,100,100
,53,クローラー,173,110,120,100,100
,53,デスピンサー,162,110,120,100,100
,53,キャンサー,488,110,110,100,100
,53,ハンター,53,120,130,100,100
,54,ローグ,56,25,30,100,100
,54,グレムリン,106,25,30,100,100
,55,斧槍兵,70,30,32,100,100
,55,アーチャー,51,30,32,100,100
,55,ソルジャー,71,40,42,100,100
,56,スナイパー,53,32,35,100,100
,56,イスペンド,53,40,40,105,105
,57,ゾンビ,16,35,40,100,100
,57,ブラックメイジ,66,35,40,100,100
,57,ゾンビド,17,45,50,110,110
,57,ゾンビ,18,50,50,120,120
,57,ブラックメイジ,1127,35,40,100,100
,58,大型骸骨,10,40,45,100,100
,58,ゴースト,1117,40,45,100,100
,59,オーガチーフ,136,45,45,100,100
,59,オーガオフィサー,137,55,55,110,110
,59,テレス,291,1,1,100,100
,60,ゼンシ,305,1,1,100,100
,61,ワリド,301,1,1,100,100
,62,クリムスン,307,1,1,100,100
,62,お嬢さん,257,1,1,100,100
,62,青年,255,1,1,100,100
,62,婦人,252,1,1,100,100
,63,ブラックメイジ,374,50,55,100,100
,63,フェイズスパイダ,1185,50,55,100,100
,63,鉱員,282,1,1,100,100
,63,ブラックメイジ,1131,50,55,100,100
,64,ブラックメイジ,65,55,60,100,100
,64,フェイズスパイダ,1185,55,60,100,100
,64,鉱員,282,1,1,100,100
,64,ブラックメイジ,1126,55,60,100,100
,65,ソーサラー,66,60,65,100,100
,65,ソードスパイダー,1186,60,65,90,90
,65,ソーサラー,1127,60,65,100,100
,66,ソーサラー,66,70,75,100,100
,66,ロックゴーレム,1242,70,80,90,90
,66,フレアソーサラー,68,85,90,90,90
,66,ソーサラー,1127,70,75,100,100
,67,コロッサス,88,90,90,90,90
,67,鷲狂戦士,112,85,90,100,100
,67,鉱員,282,1,1,100,100
,68,リーチ,171,35,38,100,100
,68,アーチャー,51,35,38,100,100
,68,野良犬,185,39,42,100,100
,68,鎧霊,36,39,42,100,100
,68,ゴースト,25,39,42,100,100
,68,ロックゴーレム,217,43,45,100,100
,68,シューター,52,43,45,100,100
,68,ティンバーマン,231,43,45,100,100
,68,リトルエント,231,53,55,80,80
,69,イソガニ,175,40,50,50,50
,69,ヒュージタートル,151,40,50,100,100
,69,蟲の群れ,180,40,45,100,100
,69,ウルフ,186,40,45,100,100
,69,ウルフ,186,46,50,100,100
,69,鋏昆虫の群れ,181,46,50,100,100
,69,蜂の群れ,181,46,50,150,150
,70,シューター,52,45,50,100,100
,70,シーフ,55,51,54,100,100
,70,蟲の群れ,180,51,54,100,100
,70,ヴァンパイア,40,51,54,100,100
,70,原始人,62,54,55,100,100
,70,ウガブガ,62,64,65,80,80
,70,エルライン,288,1,1,100,100
,71,聖騎士,285,100,100,100,100
,71,聖騎士,286,1,1,100,100
,71,主教,287,1,1,100,100
,71,神父,288,1,1,100,100
,71,修道女,289,1,1,100,100
,71,住民,305,1,1,100,100
,71,住民,255,1,1,100,100
,71,住民,257,1,1,100,100
,71,住民,258,1,1,100,100
,71,住民,252,1,1,100,100
,71,住民,307,1,1,100,100
,71,住民,306,1,1,100,100
,71,住民,253,1,1,100,100
,71,ミレバン,299,1,1,100,100
,71,ザクジュード,288,1,1,100,100
,71,アンティオクス,287,1,1,100,100
,71,ベルトラム,288,1,1,100,100
,71,フィギュラン,278,1,1,100,100
,71,クレミ,264,1,1,100,100
,71,モリガン,257,1,1,100,100
,71,ロビン,256,1,1,100,100
,72,リザードチャージ,121,55,57,100,100
,72,リザードトルーパ,122,58,61,100,100
,72,スナッチャー,57,62,65,100,100
,72,フェイズスパイダ,156,62,65,100,100
,72,ソードスパイダー,157,65,65,100,100
,72,オーガ,135,65,65,100,100
,72,警備兵,284,1000,1000,100,100
,73,リザードウォリア,116,60,63,100,100
,73,ゴブリン,107,62,65,100,100
,73,シューター,52,62,65,100,100
,73,オーガ,135,64,67,100,100
,73,ゴブリン,107,66,70,100,100
,73,鷲闘士,111,66,70,100,100
,73,サイドウォーカー,177,70,70,100,100
,73,シューター,52,70,70,100,100
,74,住民,250,1,1,100,100
,74,住民,251,1,1,100,100
,74,住民,252,1,1,100,100
,74,住民,254,1,1,100,100
,74,住民,255,1,1,100,100
,74,士官学校女教官,295,1,1,100,100
,74,船員,283,1,1,100,100
,74,ランバート,265,1,1,100,100
,74,クリス,301,1,1,100,100
,74,住民,304,1,1,100,100
,74,住民,306,1,1,100,100
,74,住民,253,1,1,100,100
,74,ガーウィンテル,272,1,1,100,100
,74,デクストラル,300,1,1,100,100
,74,ルインズテラ,305,1,1,100,100
,74,ラビルライシ,307,1,1,100,100
,74,おじいさん,258,1,1,100,100
,74,ロマ,270,1,1,100,100
,74,ロマ,273,1,1,100,100
,74,斧槍兵,284,1,1,100,100
,74,傭兵,290,1,1,100,100
,74,傭兵,291,1,1,100,100
,74,コジ,292,1,1,100,100
,74,露店組合試験官,304,1,1,100,100
,74,ハスナン,286,1,1,100,100
,74,ジャック・ハンマ,271,1,1,100,100
,75,エルフ戦士,399,100,115,100,100
,75,エルフ暗殺者,400,100,115,100,100
,76,エルフ戦士,399,101,115,100,100
,76,エルフ暗殺者,400,101,115,100,100
,77,エルフ戦士,399,102,115,100,100
,77,エルフ暗殺者,400,102,115,100,100
,78,エルフ戦士,399,103,115,100,100
,78,エルフ暗殺者,400,103,115,100,100
,79,原始人,371,104,115,100,100
,80,バーバリアン,370,105,115,100,100
,81,バーバリアン,370,106,115,100,100
,82,バーバリアン,370,107,115,100,100
,82,エルフ暗殺者,400,107,115,100,100
,83,バーバリアン,371,108,115,100,100
,83,エルフ戦士,399,108,115,100,100
,83,エルフ暗殺者,400,108,115,100,100
,84,エルフ戦士,399,109,115,100,100
,85,エルフ戦士,399,110,115,100,100
,85,エルフ暗殺者,400,120,125,100,100
,86,原始人,371,111,115,100,100
,86,エルフ暗殺者,400,111,115,100,100
,87,エルフ暗殺者,400,112,115,100,100
,88,エルフ暗殺者,400,113,115,100,100
,88,原始人,371,113,115,95,95
,88,イーター,372,115,115,110,110
,89,エルフ暗殺者,400,114,115,100,100
,89,スナイパー,362,114,115,100,100
,90,原始人,371,115,115,100,100
,91,エルフ暗殺者,400,115,115,100,100
,92,エルフ暗殺者,400,125,140,100,100
,92,原始人,371,120,130,100,100
,92,ガーディアン,347,295,300,100,100
,92,エルフ冒険家,401,140,155,100,100
,93,リーチ,480,67,70,100,100
,94,クレナ,272,1,1,100,100
,94,クロウン,301,1,1,100,100
,94,警備員,296,1,1,100,100
,94,警備員,294,1,1,100,100
,94,お嬢さん,256,1,1,100,100
,94,おばさん,253,1,1,100,100
,94,青年,304,1,1,100,100
,94,おばあさん,307,1,1,100,100
,94,ウードスタック,264,1,1,100,100
,95,ガルプレン,306,1,1,100,100
,95,貴族婦人,266,1,1,100,100
,95,貴族婦人,267,1,1,100,100
,96,ゴブリン,107,45,52,100,100
,96,ローグ,56,47,52,100,100
,96,シューター,52,48,52,100,100
,97,オーガエキサイト,136,60,65,105,105
,97,オーガ,135,55,60,105,105
,98,スナッチャー,56,54,60,100,100
,98,スナッチャー,52,57,60,100,100
,98,ロバー,365,55,55,105,105
,99,リザードウォリア,117,60,65,100,100
,99,偽伝道者,76,60,65,100,100
,99,ナーガファイター,118,65,70,110,110
,99,偽伝道者,384,65,70,100,100
,100,リザードライダー,121,70,75,100,100
,100,ファイアドレイク,237,80,80,90,90
,100,ファイアドレイク,238,85,85,110,110
,101,ローグ,56,74,80,100,100
,101,グレムリン,106,72,80,100,100
,102,プレーガー,22,80,90,100,100
,102,堕落魔法師,66,80,90,100,100
,102,グレムリン,106,80,90,100,100
,102,プレーガー,23,100,100,120,120
,102,堕落魔法師,1127,80,90,100,100
,103,プレーガー,22,90,100,100,100
,103,幽霊鎧,37,90,100,95,95
,103,スナッチャー,57,90,100,100,100
,104,鷲狂戦士,112,105,110,100,100
,104,ジャンキー,23,105,110,100,100
,104,グレムリン,107,101,110,100,100
,105,シーフ,55,10,15,100,100
,105,ソードスパイダー,157,10,15,100,100
,105,タティ,303,1,1,100,100
,106,ローグ,56,30,35,100,100
,107,ローグ,56,50,55,100,100
,108,ローグ,56,70,75,100,100
,108,シーフ倉庫番,58,80,80,100,100
,109,スナッチャー,57,95,100,100,100
,109,リーチ,171,95,100,100,100
,109,スナッチャー,57,100,105,100,100
,109,リーチ,171,100,105,100,100
,110,殺人蚊の群れ,489,100,110,100,100
,111,ローグ,364,110,115,100,100
,111,マゴット,479,115,120,100,100
,111,ローグ,365,120,125,100,100
,111,マゴット,480,125,130,100,100
,112,スナッチャー,365,140,150,100,100
,112,殺人蚊の群れ,1217,140,150,100,100
,112,殺人蚊の群れ,1217,130,140,100,100
,113,スナッチャー,366,140,150,100,100
,113,殺人蚊の群れ,1218,140,150,100,100
,113,ストーカー,362,150,160,100,100
,113,死人蚊の群れ,1219,150,160,100,100
,114,ブレイザー,201,60,70,100,100
,115,ドゥームスフィア,1160,115,120,100,100
,116,警備員,290,1,1,100,100
,116,住民,252,1,1,100,100
,116,おじいさん,258,1,1,100,100
,116,住民,305,1,1,100,100
,117,メルチェント,301,1,1,100,100
,117,お嬢さん,256,1,1,100,100
,117,お嬢さん,272,1,1,100,100
,117,住民,252,1,1,100,100
,117,ちびっこ,261,1,1,100,100
,117,ちびっこ,263,1,1,100,100
,118,警備兵,284,1,1,100,100
,118,警備員,290,1,1,100,100
,118,警備員,291,1,1,100,100
,118,ジェカス・ミロン,304,1,1,100,100
,119,マゴット,171,30,35,100,100
,119,メタルゴーレム,1241,35,40,80,80
,120,マゴット,172,60,65,100,100
,121,マゴット,172,80,85,100,100
,121,クローラー,173,80,90,110,110
,121,ロックゴーレム,217,80,90,100,100
,122,ロストハンター,52,55,60,100,100
,122,ゾンビ,17,50,65,100,100
,122,降神術師,83,50,65,100,100
,123,クローラー,173,75,82,95,95
,123,クローラー,173,83,90,105,105
,123,マーマン,227,85,90,105,105
,124,水晶烏賊,168,110,120,100,100
,124,マーマン,227,120,130,100,100
,125,キングクラブ,178,150,155,105,105
,125,水晶烏賊,168,155,165,100,100
,126,トライアングル,153,180,185,101,101
,126,ナーガファイター,118,185,190,102,102
,126,トライアングル,153,190,195,105,105
,126,ナーガファイター,118,195,200,100,100
,126,ナーガナイト,123,180,180,95,95
,126,ナーガナイト,123,185,185,105,105
,127,オーガソルジャー,445,70,74,100,100
,127,ワーラット,126,70,74,100,100
,127,エアスライム,167,75,77,100,100
,127,ゴートマン,449,78,80,100,100
,127,ソードスパイダー,157,78,80,100,100
,128,ゴブリン,107,65,68,100,100
,128,野良犬,185,65,68,100,100
,128,淡水亀,150,69,72,100,100
,128,オーガ,135,69,72,100,100
,128,リーチ,171,73,75,100,100
,128,フェイズスパイダ,156,73,75,100,100
,128,病気のゴブリン,107,53,55,90,90
,128,疲れた野良犬,185,53,55,90,90
,128,ゴブリンリーダー,418,83,85,100,100
,129,堕落魔法師,66,40,50,100,100
,129,フェイズスパイダ,156,40,50,100,100
,129,狩人,50,25,40,100,100
,129,ブラックベアー,195,25,40,100,100
,129,ファントム,27,20,25,100,100
,129,ワーラット,435,20,25,100,100
,129,アベル,290,1,1,100,100
,130,オーガ,135,45,50,100,100
,130,オーガソルジャー,136,45,50,100,100
,130,エルフ戦士,90,51,60,100,100
,130,狩人,52,51,60,100,100
,130,リザードライダー,120,40,45,100,100
,130,野良犬,185,30,40,100,100
,130,蟲の群れ,180,30,40,50,50
,130,殺人蚊の群れ,182,40,45,100,100
,130,ワーム,170,40,45,100,100
,130,オーガポーター,137,70,79,100,100
,130,エルフリーダー,92,55,60,100,100
,131,ウルフ,186,55,59,100,100
,131,ダイアーウルフ,188,55,59,100,100
,131,ロックゴーレム,217,59,64,100,100
,131,リプリートマーキ,241,64,65,100,100
,132,トレント,232,15,20,100,100
,132,アーチャー,51,15,20,100,100
,132,シューター,52,21,25,100,100
,132,木こり,280,1,1,100,100
,132,木こり ,280,1,1,100,85
,132,木こり,281,1,1,95,100
,132,木こり,281,1,1,110,100
,132,チェインシャ,281,1,1,100,100
,132,プレシャン,52,30,30,100,100
,133,オーガチーフ,135,70,75,100,100
,133,オーガチーフ,136,75,80,100,100
,133,エルフ暗殺者,90,100,105,100,100
,133,エルフ暗殺者,90,105,110,100,100
,133,オーガオフィサー,137,70,80,105,105
,134,ウィーブウィドウ,158,160,165,100,100
,134,ウィーブウィドウ,158,165,170,100,100
,134,キングベアー,506,200,200,150,150
,134,ラットシーフ,128,165,170,105,105
,134,ラットシーフ,128,160,165,100,100
,135,クレイゴーレム,216,95,100,100,100
,135,ロックゴーレム,217,95,100,100,100
,136,フェイズスパイダ,1189,100,105,100,100
,136,ゴブリン,416,100,105,100,100
,136,クレイゴーレム,1247,105,107,100,100
,136,ソードスパイダー,1190,105,110,100,100
,136,ファミリア,417,105,110,100,100
,136,ロックゴーレム,1248,107,110,100,100
,138,ソードスパイダー,1190,125,130,100,100
,138,マゴット,481,123,127,100,100
,138,クリーパー,483,125,130,100,100
,138,グレムリン,415,120,125,100,100
,139,ファミリア,417,134,140,100,100
,139,ゴブリン,416,136,140,100,100
,139,ゴブリン,416,130,136,100,100
,140,デスピンサー,1200,146,150,100,100
,140,ソードスパイダー,1190,143,146,100,100
,140,デスピンサー,1200,140,143,100,100
,141,ソードスパイダー,1190,150,155,100,100
,141,ブラウンベアー,505,155,160,106,106
,142,デスピンサー,1200,146,150,100,100
,143,ケーブ族,371,150,154,100,100
,143,ケーブ族リーダー,63,157,160,100,100
,143,洞窟狼,495,154,158,100,100
,143,ケーブ族,371,150,154,100,100
,144,ケーブ族,371,160,164,100,100
,144,ケーブ族リーダー,63,167,170,100,100
,144,洞窟狼,495,164,167,100,100
,145,ケーブ族,371,176,180,100,100
,145,ケーブ族リーダー,63,170,170,100,100
,145,ケーブ族,373,170,170,100,100
,146,ファントム,336,185,187,100,100
,146,ブラックベアー,505,187,190,105,105
,147,ファントム,1123,194,196,100,100
,147,ブラックベアー,505,196,200,105,105
,148,ブラックベアー,505,200,203,105,105
,148,ラティアン,436,203,205,100,100
,148,ファントム,1123,205,207,100,100
,148,バンシー,1124,200,200,105,105
,149,ファントム,1123,215,217,100,100
,149,エクソシスト,385,210,213,100,100
,149,バンシー,1124,210,210,105,105
,150,古代ヴァンパイア,601,280,285,110,110
,150,ヴァンパイア,349,220,225,100,100
,150,上級ヴァンパイア,349,225,235,100,100
,150,ハイエクソシスト,385,215,230,100,100
,151,ブルーテンプラー,73,225,229,100,100
,151,マーマンヒーロー,228,240,244,100,100
,151,マーマンヒーロー,228,240,244,100,100
,151,マーマンヒーロー,228,240,244,100,100
,151,マーマンヒーロー,228,240,244,100,100
,151,マーマンヒーロー,228,250,254,100,100
,151,マーマンヒーロー,228,250,254,100,100
,151,アイステンプラー,73,255,259,100,100
,151,マーマンヒーロー,228,260,264,100,100
,151,マーマンヒーロー,228,270,274,100,100
,151,ブルーテンプラー,73,215,219,100,100
,151,ブルーテンプラー,73,225,229,100,100
,151,ブルーテンプラー,73,235,239,100,100
,151,マーマンヒーロー,228,240,244,100,100
,151,アイステンプラー,73,245,249,100,100
,151,マーマンヒーロー,228,250,254,100,100
,151,アイステンプラー,73,255,259,100,100
,151,マーマンヒーロー,228,260,264,100,100
,151,アイステンプラー,73,265,269,100,100
,151,マーマンヒーロー,228,270,274,100,100
,151,シーテンプラー,74,274,280,100,100
,151,ブルースカウト,53,270,280,100,100
,151,シーテンプラー,74,280,290,100,100
,152,捨て犬,185,15,20,85,85
,152,コボルト,105,15,20,100,100
,152,モルモット,20,15,20,100,100
,152,レッドアイ魔法師,95,15,20,100,100
,152,バガボンド,55,10,15,100,100
,153,Ｍギルド員,291,1,1,100,100
,153,Ｍギルド員,290,1,1,100,100
,153,Ｎギルド員,296,1,1,100,100
,153,Ｎギルド員,297,1,1,100,100
,153,パルペナ,273,1,1,100,100
,153,警備兵,284,1,1,100,100
,154,スナッチャー,57,40,41,100,100
,154,グール,16,40,41,100,100
,154,スナッチャー,57,42,44,100,100
,154,ゾンビ,17,42,44,100,100
,154,エンバームド,32,49,50,100,100
,155,ガーゴイル,211,65,75,100,100
,155,スターヒール盗賊,52,65,70,95,95
,155,スターヒール盗賊,53,70,75,105,105
,155,スターヒール盗賊,71,70,75,100,100
,155,傭兵のミイラ,31,75,80,100,100
,155,ホーンド,142,75,75,100,100
,156,ソードスパイダー,157,20,22,100,100
,156,リーチ,171,23,25,100,100
,156,スコーピオン,160,29,30,100,100
