"id","name","EffectId","EffectId_1","EffectId_2","unknown_3","unknown_4","unknown_5","unknown_6","Species","StatusFactor","AtcMinValueBonus","AtcMaxValueBonus","DefenseValueBonus","MovSpeed","AtcSpeed","unknown_14","unknown_15","unknown_16","unknown_17","Blocking","unknown_19","unknown_20","Lineage","Resistance13","Resistance14","DefaultExp","unknown_26","unknown_27","unknown_28","unknown_29","unknown_30","unknown_31","unknown_32","unknown_33","unknown_34","unknown_35","unknown_36","unknown_37","unknown_38","unknown_39","unknown_40","unknown_41","unknown_42","unknown_43","unknown_44","unknown_45","unknown_46","unknown_47","unknown_48","unknown_49","unknown_50","unknown_51","unknown_52","unknown_53","unknown_54","unknown_55","unknown_56","unknown_57","unknown_58","unknown_59","unknown_60","unknown_61","unknown_62","unknown_63","unknown_64","unknown_65","unknown_66","unknown_67","unknown_68","unknown_69","unknown_70","unknown_71","unknown_72","unknown_73","unknown_74","unknown_75","unknown_76","unknown_77","unknown_78","unknown_79","unknown_80","unknown_81","unknown_82","unknown_83","unknown_84","unknown_85","unknown_86","unknown_87","unknown_88","unknown_89","unknown_90","unknown_91","unknown_92","unknown_93","unknown_94","unknown_95","unknown_96","unknown_97","unknown_98","unknown_99","unknown_100","unknown_101","unknown_102","unknown_103","unknown_104","unknown_105","unknown_106","unknown_107","DefaultHP","unknown_109","unknown_110","unknown_111","unknown_112","unknown_113","LevelUpBonus","ConditionBonus","STR","AGI","CON","INT","WIS","CHS","LUC","ActiveRange","AtcMinValue","AtcMaxValue","DefenseValue","unknown_127","FireResistance","WaterResistance","WindResistance","EarthResistance","LightResistance","DarkResistance","Resistance1","Resistance2","Resistance3","Resistance4","Resistance5","Resistance6","Resistance7","Resistance8","Resistance9","Resistance10","Resistance11","Resistance12","unknown_146","unknown_147","unknown_148","unknown_149","unknown_150","unknown_151","unknown_152","unknown_153","unknown_154","unknown_155","unknown_156","unknown_157","unknown_158","unknown_159","unknown_160","unknown_161","unknown_162","unknown_163","unknown_164","unknown_165","unknown_166","unknown_167","unknown_168","unknown_169","unknown_170","unknown_171","unknown_172","unknown_173","unknown_174","unknown_175","unknown_176","unknown_177","unknown_178","unknown_179","unknown_180","unknown_181","unknown_182","unknown_183","unknown_184","unknown_185","unknown_186","unknown_187","unknown_188","unknown_189","unknown_190","unknown_191","unknown_192","unknown_193","unknown_194","unknown_195","unknown_196","unknown_197","unknown_198","unknown_199","unknown_200","unknown_201","unknown_202","unknown_203","unknown_204","unknown_205","unknown_206","unknown_207","unknown_208","unknown_209","unknown_210","unknown_211","unknown_212","unknown_213","unknown_214","unknown_215","unknown_216","unknown_217","unknown_218","unknown_219","unknown_220","unknown_221","unknown_222","unknown_223","unknown_224","unknown_225","unknown_226","unknown_227","unknown_228","unknown_229","unknown_230","unknown_231","unknown_232","unknown_233","unknown_234","unknown_235","unknown_236","unknown_237","unknown_238","unknown_239","unknown_240","unknown_241","unknown_242","unknown_243","unknown_244","unknown_245","unknown_246","unknown_247","unknown_248","unknown_249","unknown_250","unknown_251","unknown_252","unknown_253","unknown_254","unknown_255","unknown_256","unknown_257","unknown_258","unknown_259","unknown_260","unknown_261","unknown_262","unknown_263","unknown_264","unknown_265","unknown_266","unknown_267","unknown_268","unknown_269","unknown_270","unknown_271","unknown_272","unknown_273","unknown_274","unknown_275","unknown_276","unknown_277","unknown_278","unknown_279","unknown_280","unknown_281","unknown_282","unknown_283","unknown_284","unknown_285","unknown_286","unknown_287","unknown_288","unknown_289","unknown_290","unknown_291","unknown_292","unknown_293","unknown_294","unknown_295","unknown_296","unknown_297","unknown_298","unknown_299","unknown_300","unknown_301","unknown_302","unknown_303","unknown_304","unknown_305","unknown_306","unknown_307","unknown_308","unknown_309","unknown_310","unknown_311","unknown_312","unknown_313","unknown_314","unknown_315","unknown_316","unknown_317","unknown_318","unknown_319","unknown_320","unknown_321","unknown_322","unknown_323","unknown_324","unknown_325","unknown_326","unknown_327","unknown_328","unknown_329","unknown_330","unknown_331"
"188","ダイアーウルフ","238","0","3","3","0","0","1","3","5512","54","80","31","130","150","0","2","1","2","0","900","2","5","25","75","504","9","130","25","22","1","420","0","23","1","280","0","36","1","420","0","7","1","230","0","3","1","210","0","43","1","170","0","58","1","420","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","600","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","900","100","100","100","100","100","100","100","100","200","60","0","0","0","0","0","13100","0","13100","0","100","0","3500","0","1050","130","30","28","20","18","12","10","11","380","16","20","17","-50","50","5","5","5","5","50","0","0","0","95","95","1","0","0","0","5","5","50","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","ヘルハウンド","238","0","4","3","0","0","1","3","5348","66","100","45","140","140","0","4","3","3","0","1000","1","8","50","100","1000","18","200","38","22","1","490","0","20","1","330","0","41","1","50","0","17","1","270","0","3","1","250","0","43","1","200","0","54","1","330","0","58","1","490","0","66","1","100","0","79","1","230","0","548","1","600","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","820","100","100","100","100","100","100","100","100","200","85","0","0","0","0","0","41300","0","41300","0","100","0","8000","0","1000","300","44","43","27","27","17","16","15","410","27","31","35","-100","100","15","15","15","5","100","0","0","0","100","100","1","100","0","100","10","10","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","大型モグラ","239","0","0","2","0","0","1","3","7188","60","64","6","0","220","0","0","0","0","0","600","3","2","10","15","100","6","100","25","20","1","360","0","32","1","240","0","31","1","360","0","17","1","200","0","9","1","180","0","37","1","140","0","54","1","360","0","66","1","100","0","79","1","230","0","-1","1","100","0","616","1","617","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","600","100","100","100","100","100","100","100","100","200","20","0","0","0","0","0","10600","0","10600","0","100","0","1200","0","60","10","10","7","20","14","5","5","5","240","5","12","4","0","0","2","0","40","-5","10","60","0","0","0","0","1","0","0","0","0","25","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","巨大モグラ","239","0","1","2","0","0","1","3","6667","70","76","13","0","220","0","0","0","0","0","800","3","3","12","40","120","9","130","38","33","1","300","0","21","1","200","0","40","1","80","0","2","1","170","0","9","1","150","0","37","1","120","0","56","1","200","0","66","1","100","0","79","1","230","0","-1","1","100","0","616","1","617","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","600","100","100","100","100","100","100","100","100","200","30","0","0","0","0","0","15800","0","15800","0","100","0","1500","0","190","20","12","8","23","16","6","6","6","260","6","13","8","0","0","4","0","40","-5","20","65","0","0","0","0","1","0","0","0","0","30","2","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","ディガー","239","0","2","2","0","0","1","3","6593","80","88","19","0","170","0","0","0","0","0","900","3","4","25","75","240","11","150","38","26","1","390","0","30","1","260","0","31","1","390","0","17","1","220","0","9","1","200","0","37","1","160","0","63","1","390","0","66","1","100","0","79","1","230","0","-1","1","100","0","616","1","618","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","450","100","100","100","100","100","100","100","100","200","50","0","0","0","0","0","26400","0","26400","0","100","0","2400","0","620","50","15","9","27","18","8","8","8","290","9","16","15","0","1","6","1","90","-2","33","70","0","0","0","0","1","0","0","0","0","40","40","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","マインスィーパ","239","0","3","2","0","0","1","3","6087","90","100","25","0","170","0","0","0","0","0","900","3","5","25","75","504","12","160","50","33","1","420","0","21","1","280","0","31","1","420","0","2","1","230","0","9","1","210","0","37","1","170","0","56","1","280","0","66","1","100","0","79","1","230","0","-1","1","100","0","616","1","619","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","730","100","100","100","100","100","100","100","100","200","60","0","0","0","0","0","36900","0","36900","0","100","0","7000","0","1050","130","17","11","29","20","10","20","10","300","12","19","21","0","1","8","1","90","-2","45","75","0","0","0","50","1","50","0","50","5","45","55","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","ロードブローカー","239","0","4","2","0","0","1","3","5921","100","110","31","0","150","0","0","0","0","0","1000","3","7","50","100","1000","18","200","75","29","1","470","0","32","1","310","0","31","1","470","0","17","1","260","0","9","1","240","0","37","1","190","0","66","1","100","0","79","1","230","0","-1","1","100","0","-1","1","100","0","616","1","619","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","700","100","100","100","100","100","100","100","100","200","70","0","0","0","0","0","29464","1","29464","1","100","0","15800","0","1000","250","19","13","31","22","12","35","22","310","19","26","35","0","1","10","1","95","0","50","80","0","0","0","100","1","100","0","100","10","55","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","ブラックベアー","240","0","0","7","0","0","1","3","6866","22","26","8","110","160","2","1","0","0","0","600","3","2","10","25","100","6","100","38","22","1","360","0","33","1","240","0","39","1","360","0","2","1","200","0","4","1","180","0","34","1","140","0","58","1","360","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","566","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","480","100","100","100","100","100","100","100","100","200","20","0","0","0","0","0","7200","0","7200","0","100","0","3000","0","60","10","13","11","10","9","6","13","7","380","18","23","5","0","1","2","2","2","0","3","0","0","0","0","0","50","0","0","0","0","30","10","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","ブラウンベアー","240","0","1","9","0","0","1","3","6410","30","36","13","110","160","4","1","0","0","0","800","3","3","10","25","120","9","130","38","22","1","300","0","29","1","200","0","35","1","300","0","7","1","170","0","4","1","150","0","34","1","120","0","58","1","300","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","566","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","470","100","100","100","100","100","100","100","100","200","30","0","0","0","0","0","10800","0","10800","0","100","0","3800","0","190","20","15","13","12","10","7","15","8","390","19","24","9","0","3","4","4","4","2","6","0","0","0","0","0","77","0","0","0","0","40","12","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","ポーラーベアー","240","0","2","201","0","0","1","3","5769","44","50","25","120","150","6","2","0","0","0","900","3","4","50","75","240","18","200","50","20","1","390","0","33","1","260","0","40","1","100","0","16","1","220","0","10","1","200","0","34","1","160","0","54","1","390","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","566","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","450","100","100","100","100","100","100","100","100","200","50","0","0","0","0","0","18000","0","18000","0","100","0","6000","0","620","50","20","17","17","12","10","20","10","400","22","27","15","0","5","100","20","20","10","33","0","0","0","100","100","95","0","0","20","5","60","50","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","キングベアー","240","0","3","201","0","0","1","3","5960","64","70","38","140","140","8","3","0","0","0","1000","4","7","75","100","1000","22","300","75","24","1","470","0","29","1","310","0","41","1","30","0","0","1","260","0","4","1","240","0","34","1","190","0","61","1","470","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","566","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","400","100","100","100","100","100","100","100","100","200","70","0","0","0","0","0","64800","0","64800","0","100","0","12600","0","1000","250","28","25","25","17","15","28","15","450","32","37","31","80","25","33","33","33","20","66","0","0","0","0","100","100","100","25","100","10","80","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","弓張月熊","240","0","4","201","0","0","1","3","5310","90","100","43","150","140","10","3","0","0","0","1000","4","9","100","100","1000","24","350","100","22","1","510","0","23","1","340","0","35","1","510","0","11","1","280","0","4","1","260","0","34","1","200","0","58","1","510","0","66","1","100","0","79","1","230","0","-1","1","100","0","503","1","566","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","380","100","100","100","100","100","100","100","100","200","100","0","0","0","0","0","56864","1","56864","1","100","0","21600","0","1000","300","45","40","42","23","21","36","21","450","40","45","44","80","33","50","50","50","25","75","0","0","0","0","100","100","100","33","100","10","90","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","ファイアブロアー","241","0","0","4","0","0","1","4","9111","2","7","9","100","170","0","0","0","0","0","200","2","0","1","0","60","0","0","4","58","1","270","0","66","1","100","0","79","1","230","0","-1","1","100","0","30","1","100","0","22","1","270","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","545","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","1000","100","100","100","100","100","100","100","100","100","200","1","0","0","0","0","0","2900","0","2900","0","100","0","1400","0","40","10","6","4","7","10","10","7","3","270","4","7","0","-50","20","0","1","1","1","0","50","0","0","0","0","10","0","0","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","フーフー","241","0","1","4","0","0","1","4","7818","8","13","12","100","170","0","0","0","0","0","400","3","1","2","0","80","0","0","3","66","1","100","0","79","1","230","0","-1","1","100","0","-1","1","100","0","30","1","100","0","21","1","250","0","56","1","250","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","545","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","800","100","100","100","100","100","100","100","100","100","200","10","0","0","0","0","0","3600","0","3600","0","100","0","1900","0","50","10","7","5","7","12","12","9","5","280","5","8","1","0","30","0","2","2","2","0","50","50","0","0","0","10","0","50","0","5","25","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","ブレイジャー","241","0","2","4","0","0","1","4","7077","15","20","16","100","130","0","0","0","0","0","600","3","2","3","3","100","0","0","3","58","1","240","0","66","1","100","0","79","1","230","0","-1","1","100","0","30","1","100","0","22","1","240","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","545","1","623","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","600","790","100","100","100","100","100","100","100","100","200","20","0","0","0","0","0","4500","0","4500","0","100","0","2500","0","60","10","7","6","8","14","14","11","7","290","6","9","2","0","40","0","4","4","4","0","50","0","0","0","0","10","0","0","0","5","25","1","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","炎鬼","241","0","3","4","0","0","1","4","6522","35","40","26","120","160","0","0","0","0","0","900","4","4","25","75","240","0","0","3","66","1","100","0","79","1","230","0","-1","1","100","0","-1","1","100","0","30","1","100","0","21","1","260","0","56","1","260","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","545","1","623","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","500","740","100","100","100","100","100","100","100","100","200","50","0","0","0","0","0","11500","0","11500","0","100","0","4800","0","620","50","10","9","11","19","19","16","10","320","10","13","10","80","60","1","50","10","25","1","50","70","5","0","25","15","50","100","50","10","50","50","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","火炎悪魔","241","0","4","4","0","0","1","4","5769","55","60","33","110","150","0","0","0","0","0","1000","2","7","50","100","1000","0","0","4","58","1","310","0","66","1","100","0","79","1","230","0","-1","1","100","0","30","1","100","0","22","1","310","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","-1","1","100","0","548","1","623","1","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","400","700","100","100","100","100","100","100","100","100","200","70","0","0","0","0","0","40000","0","40000","0","100","0","10800","0","1000","250","22","17","23","27","27","24","18","330","20","23","25","-50","80","1","75","20","33","1","50","25","0","0","100","20","100","50","100","20","75","100","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
