エルフ戦士,人間,一般3,,,,,,
<img src="">,片手剣(360),弓(240),矢(360),鎧(200),指輪(180),腕刺青(120),クロー(360),銃(240),魔弾(360),

エルフ暗殺者,人間,一般4,,,,,,
<img src="">,片手剣(300),投擲(200),盾(300),兜・帽子(170),指輪(150),腕刺青(130),クロー(300),

エルフ巡察者,人間,セミ1,,,,,,
<img src="">,片手剣(390),弓(260),矢(390),兜・帽子(220),指輪(200),腕刺青(140),クロー(390),銃(260),魔弾(390),

エルフ騎士,人間,セミ2,,,,,,
<img src="">,片手剣(420),槍(280),盾(420),鎧(230),指輪(210),腕刺青(150),クロー(420),箒(280),

エルフ王,人間,ボス3,,,,,,
<img src="">,片手剣(510),弓(340),矢(510),鎧(280),指輪(260),腕刺青(160),クロー(510),銃(340),魔弾(510),

レッドアイ魔法師,人間,一般4,,,,,,
<img src="">,ステッキ(300),笛(200),矢(300),マント(170),冠(150),ブローチ(180),魔弾(300),

レッドアイ幹部,人間,セミ1,,,,,,
<img src="">,ステッキ(390),鞭(260),CP回復(390),マント(220),冠(200),ブローチ(190),

レッドアイ元老,人間,セミ2,,,,,,
<img src="">,ステッキ(420),笛(280),矢(420),マント(230),冠(210),ブローチ(200),魔弾(420),

レッドアイ法術師,人間,ボス1,,,,,,
<img src="">,ステッキ(470),杖(310),状態異常回復2(120),マント(260),冠(240),ブローチ(210),本(310),

レッドアイ元帥,人間,ボス2,,,,,,
<img src="">,ステッキ(490),笛(330),弾(490),マント(270),イヤリング(250),ブローチ(220),

アイウィング,悪魔,一般3,,,,,,
<img src="">,笛(360),翼(240),状態異常回復1(360),兜・帽子(200),冠(180),帰還(140),水晶(240),

ドゥームスフィア,悪魔,一般4,,,,,,
<img src="">,笛(300),翼(200),状態異常回復1(300),兜・帽子(170),首(150),帰還(120),水晶(200),

ビホルダー,悪魔,セミ2,,,,,,
<img src="">,投擲(420),翼(280),状態異常回復1(420),兜・帽子(230),冠(210),帰還(170),水晶(280),

アルゴス,悪魔,セミ3,,,,,,
<img src="">,笛(450),翼(300),鍵(450),兜・帽子(250),首(230),帰還(180),水晶(300),

オーバーシアー,悪魔,ボス2,,,,,,
<img src="">,投擲(490),翼(330),CP回復(490),兜・帽子(270),冠(250),帰還(200),水晶(330),

コボルト,悪魔,一般1,,,,,,
<img src="">,牙(410),スリング(270),弾(410),腰(230),爪(210),肩刺青(120),双剣(410),

グレムリン,悪魔,一般2,,,,,,
<img src="">,牙(380),スリング(250),弾(380),腰(210),爪(190),肩刺青(130),双剣(380),

ゴブリン,悪魔,一般3,,,,,,
<img src="">,牙(360),スリング(240),弾(360),腰(200),爪(180),肩刺青(140),双剣(360),

ファミリア,悪魔,一般4,,,,,,
<img src="">,牙(300),スリング(200),弾(300),腰(170),爪(150),肩刺青(150),双剣(300),

インプ,悪魔,セミ1,,,,,,
<img src="">,牙(390),スリング(260),弾(390),腰(220),爪(200),肩刺青(160),双剣(390),

鷲戦士,悪魔,一般1,,,,,,
<img src="">,片手剣(410),両手剣(270),盾(410),グローブ(230),手首(210),腕刺青(110),鎌(270),クロー(410),

鷲闘士,悪魔,一般2,,,,,,
<img src="">,片手剣(380),弓(250),盾(380),グローブ(210),手首(190),腕刺青(120),クロー(380),銃(250),

鷲狂戦士,悪魔,一般3,,,,,,
<img src="">,片手剣(360),弓(240),矢(360),グローブ(200),手首(180),腕刺青(130),クロー(360),銃(240),魔弾(360),

鷲剣士,悪魔,セミ1,,,,,,
<img src="">,片手剣(390),両手剣(260),盾(390),グローブ(220),手首(200),腕刺青(140),鎌(260),クロー(390),

鷲王,悪魔,ボス1,,,,,,
<img src="">,片手剣(470),弓(310),盾(470),グローブ(260),手首(240),腕刺青(150),クロー(470),銃(310),

リザードマン,悪魔,一般1,,,,,,
<img src="">,槍(410),両手剣(270),イベント(410),鎧(230),槍投擲機(210),肩刺青(90),鎌(270),箒(410),

リザードウォリア,悪魔,一般2,,,,,,
<img src="">,槍(380),両手剣(250),イベント(380),鎧(210),槍投擲機(190),肩刺青(100),鎌(250),箒(380),

リザードキリング,悪魔,一般3,,,,,,
<img src="">,槍(360),両手剣(240),イベント(360),鎧(200),槍投擲機(180),肩刺青(110),鎌(240),箒(360),

ナーガファイター,悪魔,セミ1,,,,,,
<img src="">,槍(390),両手剣(260),イベント(390),鎧(220),槍投擲機(200),肩刺青(120),鎌(260),箒(390),

ナーガスフィア,悪魔,ボス1,,,,,,
<img src="">,槍(470),両手剣(310),イベント(470),グローブ(260),槍投擲機(240),肩刺青(130),鎌(310),箒(470),

リザードライダー,悪魔,一般2,,,,,,
<img src="">,スリング(380),槍(250),イベント(380),職業鎧(210),首(190),能力向上2(150),箒(250),

リザードチャージ,悪魔,一般3,,,,,,
<img src="">,ステッキ(360),槍(240),イベント(360),職業鎧(200),首(180),能力向上2(140),箒(240),

リザードトルーパ,悪魔,一般4,,,,,,
<img src="">,ステッキ(300),弓(200),矢(300),職業鎧(170),首(150),能力向上2(120),銃(200),魔弾(300),

ナーガナイト,悪魔,セミ1,,,,,,
<img src="">,ステッキ(420),弓(280),HP回復(420),職業鎧(230),首(210),能力向上2(170),銃(280),

ナーガランサー,悪魔,ボス2,,,,,,
<img src="">,スリング(490),弓(330),矢(490),職業鎧(270),首(250),能力向上2(200),銃(330),魔弾(490),

ラットマン,悪魔,一般1,,,,,,
<img src="">,投擲(410),笛(270),弾(410),足(230),指輪(210),帰還(160),

ワーラット,悪魔,一般2,,,,,,
<img src="">,投擲(380),ステッキ(250),矢(380),足(210),槍投擲機(190),帰還(150),魔弾(380),

ラティアン,悪魔,一般3,,,,,,
<img src="">,投擲(360),笛(240),弾(360),足(200),手首(180),帰還(140),

ラットシーフ,悪魔,一般4,,,,,,
<img src="">,投擲(300),ステッキ(200),矢(300),足(170),槍投擲機(150),能力向上2(120),魔弾(300),

ラットキング,悪魔,ボス1,,,,,,
<img src="">,投擲(470),笛(310),弾(470),足(260),冠(240),能力向上1(190),

ピエンド,悪魔,一般1,,,,,,
<img src="">,鞭(410),杖(270),状態異常回復1(410),腰(230),指輪(210),十字架(180),本(270),

レッサーデーモン,悪魔,一般1,,,,,,
<img src="">,鞭(380),牙(250),矢(380),マント(210),指輪(190),十字架(190),双剣(250),魔弾(380),

デーモン,悪魔,一般1,,,,,,
<img src="">,鞭(420),杖(280),CP回復(420),腰(230),指輪(210),十字架(200),本(280),

デビル,悪魔,一般1,,,,,,
<img src="">,鞭(450),牙(300),矢(450),マント(250),指輪(230),十字架(210),双剣(300),魔弾(450),

サタン,悪魔,一般1,,,,,,
<img src="">,鞭(490),杖(330),状態異常回復1(490),腰(270),指輪(250),十字架(220),本(330),

オーガ,悪魔,一般1,,,,,,
<img src="">,鈍器(360),杖(240),イベント(360),鎧(200),イヤリング(180),能力向上1(140),本(240),

オーガソルジャー,悪魔,一般1,,,,,,
<img src="">,鈍器(300),スリング(200),弾(300),鎧(170),イヤリング(150),能力向上1(120),

オーガチーフ,悪魔,一般1,,,,,,
<img src="">,鈍器(390),杖(260),状態異常回復1(390),鎧(220),イヤリング(200),能力向上1(160),本(260),

オーガオフィサー,悪魔,一般1,,,,,,
<img src="">,ステッキ(450),弓(300),HP回復(450),鎧(250),イヤリング(230),能力向上1(180),銃(300),

オーガゼネラル,悪魔,一般1,,,,,,
<img src="">,鈍器(490),杖(330),状態異常回復2(120),鎧(270),イヤリング(250),能力向上1(200),本(330),

ゴートマン,悪魔,一般1,,,,,,
<img src="">,笛(410),鈍器(270),状態異常回復2(100),マント(230),冠(210),能力向上1(160),

ウェアーゴート,悪魔,一般1,,,,,,
<img src="">,鞭(360),翼(240),鍵(20),グローブ(200),指輪(180),宝石(140),水晶(240),

ホーンド,悪魔,一般1,,,,,,
<img src="">,ステッキ(390),翼(260),状態異常回復2(100),マント(220),手首(200),宝石(160),水晶(260),

ブレイマ,悪魔,一般1,,,,,,
<img src="">,槍(450),片手剣(300),弾(450),職業鎧(250),爪(230),特殊1(180),クロー(300),箒(450),

バフォメット,悪魔,一般1,,,,,,
<img src="">,槍(510),鞭(340),CP回復(510),足(280),槍投擲機(260),特殊1(200),箒(510),

ストーンオブザー,悪魔,一般1,,,,,,
<img src="">,none(420),弓(280),矢(420),足(230),冠(210),特殊1(170),銃(280),魔弾(420),

ストーントルド,悪魔,一般1,,,,,,
<img src="">,none(450),鈍器(300),盾(450),腰(250),手首(230),能力向上2(180),

ストーンラーバ,悪魔,一般1,,,,,,
<img src="">,none(470),杖(310),鍵(470),マント(260),イヤリング(240),宝石(190),本(310),

ストーンキーパー,悪魔,一般1,,,,,,
<img src="">,none(490),片手剣(330),鍵(490),足(270),爪(250),宝石(200),クロー(330),

赤い悪魔,悪魔,一般1,,,,,,
<img src="">,none(510),両手剣(340),鍵(510),職業鎧(280),首(260),能力向上1(200),鎌(340),

淡水亀,動物,一般1,,,,,,
<img src="">,ステッキ(410),杖(270),盾(410),鎧(230),冠(210),能力向上2(160),本(270),

ヒュージタートル,動物,一般1,,,,,,
<img src="">,ステッキ(380),杖(250),状態異常回復2(100),鎧(210),冠(190),能力向上2(150),本(250),

ビッグシェル,動物,一般1,,,,,,
<img src="">,ステッキ(360),杖(240),盾(360),鎧(200),冠(180),能力向上2(140),本(240),

トライアングル,動物,一般1,,,,,,
<img src="">,ステッキ(390),杖(260),CP回復(390),鎧(220),冠(200),能力向上2(160),本(260),

タートルドラゴン,動物,一般1,,,,,,
<img src="">,ステッキ(470),杖(310),盾(470),鎧(260),冠(240),能力向上2(190),本(310),

スパイダー,動物,一般1,,,,,,
<img src="">,片手剣(410),投擲(270),矢(410),グローブ(230),首(210),帰還(160),クロー(410),魔弾(410),

フェイズスパイダ,動物,一般1,,,,,,
<img src="">,片手剣(380),投擲(250),矢(380),グローブ(210),首(190),帰還(150),クロー(380),魔弾(380),

ソードスパイダー,動物,一般1,,,,,,
<img src="">,片手剣(360),槍(240),矢(360),グローブ(200),首(180),能力向上1(140),クロー(360),箒(240),魔弾(360),

ウィーブウィドウ,動物,一般1,,,,,,
<img src="">,片手剣(390),槍(260),矢(390),グローブ(220),首(200),帰還(160),クロー(390),箒(260),魔弾(390),

アラクノーイド,動物,一般1,,,,,,
<img src="">,片手剣(470),投擲(310),矢(470),グローブ(260),首(240),宝石(190),クロー(470),魔弾(470),

スコーピオン,動物,一般1,,,,,,
<img src="">,弓(410),槍(270),盾(410),兜・帽子(230),イヤリング(210),特殊1(160),箒(270),銃(410),

ポイズンテール,動物,一般1,,,,,,
<img src="">,弓(380),槍(250),矢(380),兜・帽子(210),手首(190),特殊1(150),箒(250),銃(380),魔弾(380),

デスピンサー,動物,一般1,,,,,,
<img src="">,弓(360),槍(240),盾(360),兜・帽子(200),イヤリング(180),特殊1(140),箒(240),銃(360),

食人スコーピオン,動物,一般1,,,,,,
<img src="">,弓(420),槍(280),矢(420),兜・帽子(230),イヤリング(210),特殊1(170),箒(280),銃(420),魔弾(420),

スノースコルピオ,動物,一般1,,,,,,
<img src="">,弓(490),槍(330),盾(490),兜・帽子(270),手首(250),特殊1(200),箒(330),銃(490),

飛海月,動物,一般1,,,,,,
<img src="">,鞭(410),スリング(270),弾(410),腰(230),手首(210),帰還(160),

エアスライム,動物,一般1,,,,,,
<img src="">,鞭(380),スリング(250),弾(380),腰(210),イヤリング(190),特殊1(150),

アクアスライム,動物,一般1,,,,,,
<img src="">,鞭(360),スリング(240),弾(360),腰(200),手首(180),帰還(140),

水晶烏賊,動物,一般1,,,,,,
<img src="">,鞭(390),スリング(260),弾(390),腰(220),手首(200),能力向上2(160),

クラーケン,動物,一般1,,,,,,
<img src="">,鞭(470),スリング(310),弾(470),腰(260),手首(240),帰還(190),

蟲,動物,一般1,,,,,,
<img src="">,鈍器(410),スリング(270),イベント(410),マント(230),冠(210),帰還(160),

リーチ,動物,一般1,,,,,,
<img src="">,鈍器(380),片手剣(250),イベント(380),マント(210),冠(190),帰還(150),クロー(250),

マゴット,動物,一般1,,,,,,
<img src="">,鈍器(360),スリング(240),イベント(360),マント(200),冠(180),帰還(140),

クローラー,動物,一般1,,,,,,
<img src="">,鈍器(300),片手剣(200),イベント(300),マント(170),冠(150),帰還(120),クロー(200),

クリーパー,動物,一般1,,,,,,
<img src="">,鈍器(390),スリング(260),イベント(390),マント(220),冠(200),帰還(160),

クラブシェル,動物,一般1,,,,,,
<img src="">,投擲(410),両手剣(270),盾(410),足(230),爪(210),帰還(160),鎌(270),

ビッグクラブ,動物,一般1,,,,,,
<img src="">,投擲(380),両手剣(250),状態異常回復1(380),足(210),指輪(190),能力向上2(150),鎌(250),

サイドウォーカー,動物,一般1,,,,,,
<img src="">,投擲(360),両手剣(240),盾(360),足(200),爪(180),宝石(140),鎌(240),

キングクラブ,動物,一般1,,,,,,
<img src="">,投擲(390),両手剣(260),状態異常回復1(390),足(220),指輪(200),帰還(160),鎌(260),

キャンサー,動物,一般1,,,,,,
<img src="">,投擲(470),両手剣(310),状態異常回復1(470),腰(260),爪(240),宝石(190),鎌(310),

蟲の群れ,動物,一般1,,,,,,
<img src="">,笛(410),翼(270),イベント(410),グローブ(230),イヤリング(210),帰還(160),水晶(270),

鋏昆虫の群れ,動物,一般1,,,,,,
<img src="">,笛(380),翼(250),イベント(380),腰(210),首(190),帰還(150),水晶(250),

殺人蚊の群れ,動物,一般1,,,,,,
<img src="">,笛(360),翼(240),イベント(360),足(200),イヤリング(180),帰還(140),水晶(240),

イナゴの群れ,動物,一般1,,,,,,
<img src="">,笛(390),翼(260),イベント(390),兜・帽子(220),首(200),帰還(160),水晶(260),

ディザースター,動物,一般1,,,,,,
<img src="">,笛(470),翼(310),イベント(470),マント(260),イヤリング(240),帰還(190),水晶(310),

野良犬,動物,一般1,,,,,,
<img src="">,牙(410),笛(270),鍵(10),職業鎧(230),槍投擲機(210),特殊1(160),双剣(410),

ウルフ,動物,一般1,,,,,,
<img src="">,牙(360),弓(240),状態異常回復1(360),マント(200),槍投擲機(180),特殊1(140),双剣(360),銃(240),

レッドアイ警備犬,動物,一般1,,,,,,
<img src="">,牙(390),鞭(260),鍵(30),職業鎧(220),槍投擲機(200),特殊1(160),双剣(390),

ダイアーウルフ,動物,一般1,,,,,,
<img src="">,牙(420),鈍器(280),CP回復(420),足(230),槍投擲機(210),特殊1(170),双剣(420),

ヘルハウンド,動物,一般1,,,,,,
